first_name,last_name,hard_skills,soft_skills,teamwork,creativity,class
Lotfi,Rekik,2.57,4.94,0.18,1.47,3B81
Foued,Ferjani,1.33,1.78,4.33,2.31,5SE100
Lina,Zouari,2.74,2.6,1.22,3.94,5IOSYS7
Sonia,Saidi,4.46,3.43,2.76,1.82,3B49
Hiba,Mabrouk,2.11,3.11,2.29,3.64,1A18
Hichem,Chebbi,4.61,1.84,2.85,2.85,3A60
Rania,Driss,0.79,0.7,3.48,2.54,1A10
Rim,Chouchene,2.21,2.95,1.06,0.07,3B96
Rym,Gharbi,2.5,3.84,4.83,4.85,5SAE59
Hiba,Driss,2.34,4.26,3.49,4.81,2P21
Nadia,Ammar,4.36,1.5,4.85,1.56,2A98
Hichem,Makni,2.88,3.44,1.03,1.26,5SLEAM43
Hamza,Gharbi,4.6,2.78,0.25,3.15,3A97
Ines,Chebbi,0.9,2.79,1.41,4.44,2P36
Rym,Kanzari,1.6,0.91,2.62,0.42,2P21
Skander,Chebbi,2.13,0.08,3.72,1.89,5TWIN27
Adel,Ammar,1.5,4.34,0.4,0.34,2A31
Khadija,Bouazizi,0.35,1.49,0.28,4.5,2A75
Mourad,Miled,3.48,4.82,2.0,4.12,4SAE18
Amine,Khlifi,4.21,3.28,2.36,2.24,2A35
Ines,Haddad,0.04,1.82,4.49,3.19,2A75
Amel,Baccouche,3.55,1.33,4.4,0.87,3A73
Mourad,Nasri,3.23,0.43,0.1,3.15,3B42
Wafa,Ammar,1.84,1.53,0.41,4.13,1A90
Emna,Gharbi,1.99,3.8,2.49,0.16,2P99
Hichem,Bouazizi,1.49,2.43,2.58,2.1,1A10
Rim,Fourati,3.48,0.57,3.75,0.17,4SAE18
Rania,Baccouche,4.5,2.25,3.69,1.46,3B84
Fethi,Ferjani,1.37,3.81,3.46,2.64,3B84
Ali,Saidi,0.55,2.49,2.11,2.2,1A90
Aymen,Ghanouchi,2.38,0.33,4.17,0.52,3A82
Sonia,Ghanouchi,3.33,4.02,4.75,0.26,5INFINI39
Rim,Hamdi,1.29,3.87,2.98,1.77,4SAE18
Tarek,Chebbi,1.71,0.23,4.54,4.34,2A6
Manel,Mansour,1.37,2.54,2.23,1.19,2A31
Asma,Toumi,4.83,2.87,0.53,2.01,1A39
Nabil,Khlifi,1.93,2.0,4.53,3.75,3B60
Nabil,Fourati,2.03,4.7,1.6,4.65,3B67
Ines,Kanzari,4.57,0.31,0.6,2.47,1A18
Nadia,Jebali,2.74,4.52,1.01,1.87,4BI6
Tarek,Zouari,1.94,1.88,0.23,4.15,5GAMIX57
Oussama,Bouazizi,4.82,0.42,3.36,0.03,5ARCTIC60
Khadija,Belkhir,3.07,2.03,1.28,1.85,4ARCTIC27
Emna,Kanzari,1.4,0.6,0.22,3.93,2A58
Skander,Ben Salah,3.32,2.01,4.8,4.61,3A19
Fethi,Trabelsi,1.94,4.6,1.56,0.52,3A75
Rym,Makni,0.16,2.22,4.29,2.26,1A80
Sami,Ferjani,3.48,3.19,4.85,1.44,3B42
Farah,Gharbi,3.91,2.91,1.94,2.97,3A55
Tarek,Rekik,3.96,3.39,2.76,0.01,1A39
Rim,Saidi,1.59,0.01,2.11,1.39,2A75
Ali,Zouari,1.54,0.22,0.74,4.3,5SAE33
Wided,Khemiri,2.26,2.78,2.78,0.68,1A74
Haythem,Mansour,0.15,1.1,4.26,0.78,5SLEAM43
Karim,Jlassi,4.5,4.78,3.91,1.82,5BI77
Lina,Baccouche,3.18,4.78,2.9,1.22,1A16
Khalil,Ayari,3.97,4.57,1.98,1.42,5SE99
Rim,Khemiri,1.68,3.88,3.79,4.53,2A32
Bechir,Jlassi,2.67,0.33,2.1,0.77,5GAMIX79
Nadia,Makni,1.12,0.48,1.1,2.96,4SAE18
Ghassen,Haddad,3.45,1.51,4.66,0.85,1A13
Ines,Khlifi,3.52,3.49,1.04,0.54,1A16
Salma,Abidi,3.1,3.17,4.68,0.65,1A90
Eya,Karoui,0.16,0.74,2.41,3.66,5SAE33
Hiba,Chebbi,2.57,2.22,3.2,1.69,5GAMIX38
Rami,Ammar,4.7,0.75,0.43,1.81,2A58
Adel,Guettari,1.81,3.31,2.21,1.48,3B85
Bilel,Mejri,1.8,3.6,3.2,2.24,3B96
Tarek,Chouchene,3.66,2.61,3.22,4.99,5SLEAM43
Adel,Baccouche,3.37,2.85,2.82,1.13,5SLEAM43
Cyrine,Jaziri,4.18,0.02,0.13,1.57,3A55
Lobna,Hamdi,0.87,0.34,0.34,4.26,2A98
Amine,Makni,0.17,2.84,0.45,4.39,5ARCTIC86
Eya,Zouari,3.21,3.78,1.16,0.48,3B49
Chaima,Chouchene,2.0,2.23,3.17,1.36,4TWIN23
Youssef,Chouchene,1.61,4.04,3.85,0.7,2A6
Nadia,Fourati,3.7,3.55,1.58,1.33,5SIM56
Lobna,Chouchene,1.27,3.06,2.1,1.37,4IOSYS40
Nabil,Jlassi,4.96,1.73,3.7,0.23,3B96
Sonia,Gharbi,4.35,2.5,1.09,1.81,5TWIN2
Hend,Haddad,0.69,0.98,4.65,1.91,5GAMIX42
Eya,Zayani,3.4,1.79,2.85,3.51,1A39
Wided,Ben Ali,2.88,3.74,3.99,1.83,4ARCTIC87
Nour,Belkhir,0.73,0.29,3.81,0.72,4GAMIX39
Amine,Mansour,0.0,2.89,3.39,1.45,2A75
Iheb,Chouchene,0.78,1.27,4.29,3.49,2A4
Ahmed,Mansour,4.19,4.74,4.72,0.47,3A73
Cyrine,Ayari,4.85,1.75,0.56,0.36,2A61
Mouna,Guettari,2.31,1.57,3.6,2.98,4SAE18
Fethi,Fourati,4.27,2.04,3.45,4.55,2P30
Hend,Guettari,4.68,2.34,4.27,0.89,1A80
Sofiene,Hamdi,2.91,3.75,0.4,1.35,1A64
Amine,Chaabane,1.6,2.62,3.91,3.76,1A85
Hiba,Ammar,0.42,3.81,4.13,1.87,1A82
Fares,Trabelsi,2.72,4.05,4.93,0.95,5SE32
Khalil,Jlassi,4.93,2.05,1.58,1.44,3B4
Hamza,Slimani,2.01,2.27,0.47,2.88,2A99
Bilel,Gharbi,2.45,4.85,1.81,4.11,5IOSYS58
Fares,Karoui,3.21,3.57,3.02,2.4,4NIDS26
Dorra,Sassi,4.44,0.71,2.21,1.58,5BI77
Bechir,Khemiri,1.73,4.77,0.06,0.11,5IOSYS58
Bilel,Trabelsi,0.69,0.32,4.86,4.06,1A1
Dorra,Abidi,3.55,1.32,1.16,1.42,3B67
Hela,Sassi,2.72,2.45,1.12,3.07,3A97
Leila,Belkhir,4.58,3.27,3.02,1.31,2A75
Marwen,Zouari,4.59,1.29,1.35,3.46,1A43
Ghada,Ben Salah,1.32,1.04,1.85,0.07,1A80
Anis,Chouchene,1.26,1.08,1.51,0.46,2A63
Leila,Mejri,1.37,4.56,2.01,4.06,5TWIN79
Emna,Ayari,3.63,4.4,3.95,2.14,5SIM56
Walid,Jebali,0.52,1.63,1.67,1.15,1A16
Khalil,Belkhir,0.2,4.02,4.78,2.04,2P87
Wassim,Jebali,4.88,4.96,2.06,2.9,3B67
Hiba,Mansour,1.14,0.92,2.99,3.39,5SIM57
Bilel,Maaloul,3.11,2.48,3.75,4.5,2A27
Oussama,Hamdi,0.72,3.24,0.32,3.1,3A97
Rim,Karoui,2.38,4.17,1.8,0.87,2A89
Hend,Chebbi,1.72,1.48,1.21,4.32,5IOSYS5
Yasmine,Turki,0.21,2.02,4.26,2.51,3B12
Manel,Zayani,3.98,0.89,2.87,3.17,5TWIN27
Youssef,Haddad,2.87,2.41,0.92,4.38,3A66
Fatma,Turki,3.03,0.3,3.01,2.81,2P30
Dorra,Hamdi,1.21,4.31,2.45,2.79,2A75
Manel,Ben Amor,4.34,3.95,2.21,0.77,5GAMIX79
Mohamed,Ghanouchi,2.35,4.71,3.55,4.66,1A64
Hedi,Jlassi,3.53,1.42,2.41,4.07,1A39
Karim,Ben Ali,0.84,0.64,3.68,0.15,3B4
Lina,Haddad,1.61,2.63,4.73,0.73,1A39
Samira,Jlassi,1.06,4.9,2.5,0.98,5SE100
Ahmed,Khlifi,4.94,1.96,1.22,3.49,3B96
Sabrine,Chouchene,4.66,3.42,2.84,2.42,5TWIN27
Omar,Abidi,2.83,0.99,3.79,4.14,5SE100
Farah,Abidi,4.48,0.0,3.93,2.47,2P36
Meriem,Zouari,1.56,4.85,1.53,0.02,2A77
Oumaima,Kanzari,2.92,2.07,2.66,0.24,2A6
Amel,Turki,1.73,2.31,3.54,3.32,4GAMIX39
Mourad,Slimani,1.8,4.76,3.04,3.28,2P82
Youssef,Mejri,0.9,1.78,4.48,1.78,5GAMIX57
Hichem,Hamdi,4.67,3.28,4.42,3.08,5GAMIX42
Wassim,Guettari,4.6,1.94,1.71,3.57,2A4
Lotfi,Ben Amor,2.79,4.31,1.65,4.09,5SAE33
Hend,Trabelsi,1.11,3.26,4.8,0.79,3A88
Olfa,Miled,4.87,0.07,4.77,1.53,2P30
Mouna,Ben Salah,0.8,4.99,1.14,2.06,2A77
Oussama,Chaabane,3.59,1.36,4.21,3.67,3B12
Hichem,Saidi,4.29,1.11,4.76,0.17,4GAMIX39
Hatem,Ammar,1.57,3.9,2.73,2.22,2A71
Rania,Mabrouk,2.63,0.48,4.78,2.8,5SIM57
Tarek,Hamdi,3.26,0.3,2.75,0.86,5GAMIX38
Fatma,Rekik,0.72,1.79,2.49,2.36,2A4
Ghada,Guettari,4.95,0.62,4.32,2.44,5SE99
Eya,Makni,1.07,3.97,4.02,1.16,4BI6
Ismail,Abidi,0.24,1.61,4.79,2.85,4SIM89
Sami,Karoui,2.91,4.7,3.87,1.43,5INFINI39
Sofiene,Bouazizi,3.52,2.34,3.42,4.9,3B23
Omar,Jlassi,1.2,2.71,3.35,0.73,3B81
Emna,Maaloul,1.81,2.1,0.24,2.63,1A92
Hedi,Miled,0.5,3.7,3.02,1.72,2P99
Ismail,Zayani,4.49,4.17,1.87,4.22,5GAMIX57
Ali,Khemiri,0.69,2.26,2.63,3.27,3A88
Rami,Mejri,3.92,0.93,0.01,1.81,5BI77
Aymen,Abidi,4.59,2.61,3.3,0.97,3B23
Ines,Karoui,4.3,4.91,4.7,4.78,3B4
Lina,Karoui,4.65,0.28,0.62,2.3,3B67
Ismail,Fourati,2.26,2.87,1.98,0.82,4TWIN23
Walid,Haddad,1.02,1.87,0.72,1.44,5GAMIX79
Zaineb,Miled,1.81,4.63,3.24,1.78,2A75
Chokri,Kanzari,0.97,4.73,3.62,1.66,1A77
Youssef,Saidi,4.45,1.83,2.2,2.11,3B96
Nabil,Cherif,3.74,0.64,3.03,4.96,2P21
Oumaima,Mabrouk,3.33,1.38,2.54,0.75,1A13
Haythem,Hamdi,4.06,3.11,1.3,1.12,5GAMIX42
Rania,Nasri,0.75,4.84,4.4,0.04,1A39
Ali,Kanzari,3.24,0.85,0.62,2.68,1A13
Ghada,Chouchene,3.9,2.08,3.47,0.9,1A64
Sofiene,Trabelsi,0.42,1.78,2.66,1.28,3A97
Youssef,Ben Salah,1.67,2.89,4.55,0.63,2P36
Mourad,Belkhir,1.03,4.27,0.49,4.68,5GAMIX57
Mehdi,Abidi,2.72,0.67,0.95,2.32,5SAE59
Rym,Mabrouk,1.77,2.42,1.74,1.01,3B49
Iheb,Mabrouk,0.49,4.37,3.53,2.99,1A90
Khalil,Toumi,2.16,1.85,1.6,3.39,3B11
Sarra,Driss,3.2,3.09,3.21,4.91,4NIDS26
Hedi,Hamdi,2.06,1.12,1.22,1.15,2A63
Wafa,Chouchene,2.84,2.25,2.2,4.15,5SE99
Mourad,Ammar,2.19,1.95,3.95,2.12,5TWIN2
Sarra,Ben Salah,1.14,4.24,3.96,0.57,2A32
Lotfi,Trabelsi,3.68,0.65,0.28,1.26,1A13
Mohamed,Ayari,4.47,2.44,2.09,2.65,1A43
Fethi,Ben Salah,2.28,0.93,2.42,1.81,2P51
Siwar,Miled,0.76,0.07,3.95,4.31,5TWIN79
Manel,Ghanouchi,2.61,1.77,2.48,1.77,5BI77
Asma,Slimani,2.61,0.24,3.69,3.28,5NIDS35
Sami,Chebbi,2.29,3.49,4.67,3.05,2P87
Anis,Zayani,2.23,4.2,2.72,2.36,4GAMIX83
Hamza,Ammar,2.24,0.75,3.77,4.52,3B49
Ali,Baccouche,2.0,1.47,2.3,0.65,1A7
Khadija,Cherif,3.86,3.27,0.11,2.72,5IOSYS5
Chaima,Ayari,0.1,1.58,0.8,2.97,4BI6
Mehdi,Kanzari,2.0,1.73,0.41,2.06,1A13
Ismail,Mabrouk,4.73,4.4,3.17,4.32,4TWIN23
Yasmine,Abidi,1.3,0.36,4.38,3.09,3B11
Nizar,Maaloul,3.15,0.38,1.92,0.28,3B23
Chaima,Belkhir,4.74,1.76,3.12,3.27,4BI6
Amine,Jebali,1.24,0.24,1.4,1.53,1A82
Dorra,Fourati,2.04,4.22,4.9,0.07,1A64
Nabil,Makni,0.4,1.92,3.89,0.55,2P30
Fethi,Jebali,4.84,0.96,1.41,0.33,2A75
Manel,Driss,0.02,0.95,1.99,3.3,3B49
Lina,Sassi,2.41,0.38,1.05,4.61,4BI6
Emna,Chebbi,2.23,4.06,1.17,3.98,1A1
Hela,Ayari,1.59,3.95,4.58,0.66,2A58
Wassim,Driss,1.52,0.41,2.66,1.99,5SLEAM19
Sami,Chouchene,2.67,2.55,1.16,4.82,3B49
Lotfi,Driss,1.58,2.91,1.98,3.58,5SLEAM43
Leila,Guettari,1.35,3.32,3.53,2.51,2A4
Salma,Ferjani,0.78,0.12,2.13,2.42,2A35
Sarra,Guettari,0.93,2.32,4.2,4.85,3A73
Khadija,Ben Ali,0.09,0.48,4.65,4.55,1A80
Fethi,Zouari,1.1,4.6,3.52,2.28,1A62
Samira,Abidi,2.88,4.68,1.96,2.89,2A77
Oussama,Abidi,4.23,4.39,0.83,1.35,1A39
Bechir,Fourati,3.51,2.05,1.78,2.01,2A4
Wassim,Ben Amor,2.93,3.87,4.28,4.02,2A27
Sami,Mejri,4.66,0.62,0.78,4.43,5GAMIX38
Khalil,Mejri,1.35,4.96,1.35,0.8,5GAMIX57
Salma,Chebbi,3.27,1.85,3.91,2.22,3A70
Tarek,Ben Amor,4.87,1.87,3.44,3.78,3A75
Lobna,Mejri,4.79,4.33,2.95,3.09,2A58
Leila,Zayani,1.33,0.22,3.03,0.99,2A35
Nadia,Toumi,4.83,4.42,3.19,3.24,2P36
Bechir,Ben Ali,2.24,0.82,1.44,1.06,4NIDS26
Oussama,Ben Salah,3.51,3.77,0.85,3.05,2A58
Sofiene,Ammar,3.51,3.44,4.59,1.79,4SIM62
Aymen,Slimani,4.04,3.28,4.62,3.15,2A99
Zied,Nasri,2.93,1.83,2.18,3.79,2A27
Lotfi,Guettari,2.39,3.06,3.53,4.08,2A31
Ghada,Nasri,4.72,1.93,1.98,3.63,3A60
Amina,Lahmar,4.78,3.06,2.57,2.85,3A73
Walid,Maaloul,3.75,2.84,1.58,0.08,1A82
Mourad,Ghanouchi,0.57,4.12,3.75,3.02,4ARCTIC27
Khadija,Rekik,1.39,1.34,0.68,4.69,1A62
Leila,Zouari,1.17,3.79,2.76,2.62,4ARCTIC27
Amel,Abidi,0.12,1.26,2.8,3.1,3A97
Amina,Baccouche,0.54,2.18,3.14,4.57,2A89
Marwen,Jaziri,0.01,0.12,3.61,1.95,5IOSYS5
Anis,Zouari,4.58,1.28,0.13,1.82,2A25
Tarek,Fourati,2.99,1.15,3.37,2.32,4SIM62
Amel,Sassi,1.06,2.05,0.24,1.43,3A75
Hend,Toumi,2.48,1.54,3.95,0.81,4ARCTIC27
Meriem,Turki,2.36,2.68,0.22,4.66,2A58
Sabrine,Zouari,4.88,4.19,2.56,2.84,1A77
Fares,Slimani,2.37,2.17,3.89,0.23,5TWIN79
Mourad,Mejri,4.74,1.12,1.97,4.88,2A73
Zied,Miled,3.63,4.04,4.94,4.07,3B42
Lobna,Chaabane,3.72,0.93,0.23,3.28,2P87
Fatma,Belkhir,0.29,3.84,0.15,2.11,1A10
Sami,Khemiri,2.59,4.52,3.72,1.45,2P21
Ahmed,Ayari,1.95,0.35,1.95,0.44,1A95
Oussama,Karoui,3.15,4.18,3.34,3.39,2A31
Lobna,Jebali,4.6,4.09,2.98,1.85,3B11
Chaima,Lahmar,3.47,2.02,0.17,1.81,3B85
Zied,Mejri,3.07,0.85,0.49,1.56,3B11
Cyrine,Chebbi,0.06,3.93,2.64,2.57,2A4
Nour,Baccouche,0.67,2.69,4.32,2.59,5GAMIX79
Lotfi,Ghanouchi,4.67,2.42,1.5,4.82,5IOSYS5
Aymen,Ben Amor,0.86,3.15,1.74,2.37,3A19
Emna,Zayani,2.38,1.6,3.86,0.02,1A62
Fares,Ayari,3.38,3.77,3.93,0.48,1A33
Ghassen,Saidi,4.82,2.36,4.32,3.7,1A95
Wided,Gharbi,0.59,3.53,0.04,2.88,4ARCTIC27
Youssef,Mabrouk,5.0,2.49,0.98,2.02,3A10
Mouna,Gharbi,2.77,3.56,4.86,4.06,2P82
Nabil,Ayari,0.76,2.22,1.38,4.83,3B23
Bilel,Ben Amor,2.04,2.86,2.01,0.14,3B23
Rim,Slimani,1.15,0.1,2.26,3.17,3A55
Mariem,Guettari,0.96,4.76,4.11,1.0,3B12
Aymen,Maaloul,3.69,1.89,4.14,2.42,1A82
Ghassen,Toumi,1.58,3.54,4.87,3.77,3A69
Hedi,Baccouche,0.45,0.15,2.62,1.37,4ARCTIC87
Tarek,Jaziri,2.32,4.87,1.65,0.36,5SAE33
Lobna,Driss,3.99,0.92,3.99,4.46,3B42
Aymen,Cherif,1.64,3.45,4.94,3.69,1A39
Hatem,Maaloul,0.88,4.28,3.95,3.37,1A39
Ghada,Ghanouchi,1.96,4.64,4.02,0.02,2A32
Aymen,Mansour,2.8,0.22,3.37,3.13,3A73
Walid,Makni,4.11,1.93,3.94,2.45,4ARCTIC27
Lobna,Ben Amor,3.99,3.52,3.14,0.76,1A92
Cyrine,Sassi,0.3,0.33,4.88,1.81,3A10
Anis,Hamdi,0.9,2.34,4.74,3.8,4ARCTIC27
Zaineb,Haddad,2.28,2.36,1.2,0.56,3B12
Fatma,Khlifi,4.76,3.38,2.69,2.75,5SAE2
Meriem,Khlifi,0.65,2.46,3.87,2.23,2A25
Anis,Rekik,4.1,4.7,1.62,2.11,3A69
Dorra,Trabelsi,3.33,0.1,2.3,3.9,5SLEAM19
Salma,Zouari,2.36,4.87,3.72,4.03,3B12
Ahmed,Karoui,0.26,3.09,2.2,3.72,5SAE33
Bechir,Jaziri,2.86,1.34,0.88,2.13,2P99
Hatem,Ben Salah,1.41,4.13,2.93,4.75,5SE32
Aymen,Chebbi,4.57,3.37,0.58,3.68,1A90
Fares,Mabrouk,2.61,1.84,1.9,3.57,5TWIN2
Omar,Mabrouk,4.78,2.29,3.26,1.64,4IOSYS40
Youssef,Mansour,4.73,2.19,4.08,0.51,1A39
Fares,Ben Ali,2.85,3.9,0.46,1.97,2A6
Nour,Ben Ali,2.27,3.54,4.11,3.81,3A55
Nabil,Chouchene,4.34,4.62,3.07,4.64,5SIM56
Zied,Makni,4.74,0.65,4.33,2.34,4SAE18
Ines,Trabelsi,3.96,2.69,4.58,3.75,1A16
Zaineb,Khlifi,0.13,0.92,1.44,0.4,4SIM89
Omar,Ben Amor,3.44,2.95,1.79,2.69,5GAMIX42
Sabrine,Jlassi,0.95,3.56,1.96,4.85,2A35
Bechir,Ben Amor,3.36,0.12,0.83,1.97,1A74
Youssef,Kanzari,0.76,1.75,3.47,1.67,2A75
Hela,Makni,1.88,0.53,2.7,1.01,3B84
Sofiene,Makni,2.41,4.88,1.83,1.95,5GAMIX42
Sami,Ayari,0.35,0.02,1.22,0.63,2A58
Chokri,Jaziri,3.61,0.51,2.27,3.6,3A55
Dorra,Ammar,3.11,1.85,0.31,2.45,2A25
Hiba,Jaziri,0.9,0.85,4.48,2.15,2A61
Anis,Cherif,1.8,3.6,1.17,0.32,5GAMIX79
Rami,Kanzari,4.81,1.59,3.63,1.65,1A7
Zaineb,Khemiri,4.47,0.11,0.19,2.44,1A77
Khalil,Baccouche,4.94,3.07,0.47,1.88,4SIM62
Omar,Ammar,4.73,0.46,0.86,1.29,2A4
Khalil,Chouchene,4.21,4.17,3.48,2.52,4ARCTIC87
Rami,Trabelsi,4.19,3.07,1.51,2.63,5SAE59
Farah,Fourati,3.58,4.12,3.54,1.59,3B84
Aymen,Fourati,4.6,4.31,4.74,1.39,2A73
Sami,Sassi,1.2,0.14,3.56,0.85,3B67
Bechir,Khlifi,2.03,1.86,2.19,2.09,3B12
Youssef,Nasri,1.81,1.82,3.24,1.9,2A58
Mourad,Ayari,4.33,4.93,2.24,2.41,5IOSYS7
Rym,Saidi,3.34,0.67,2.29,2.17,5ARCTIC86
Foued,Driss,1.97,0.86,4.84,0.76,3B4
Lobna,Saidi,3.14,2.94,2.14,2.01,2P30
Iheb,Chebbi,3.08,0.73,4.56,4.22,5SE32
Nabil,Ammar,1.8,2.25,2.37,2.75,1A92
Lina,Jebali,0.72,4.87,0.09,1.57,5SAE33
Skander,Cherif,4.01,0.05,1.84,2.64,4ARCTIC87
Hend,Chaabane,3.56,0.6,3.94,3.94,1A39
Ines,Cherif,1.31,1.33,1.88,4.14,4IOSYS40
Wided,Fourati,2.59,2.97,4.62,2.57,1A23
Rym,Zouari,3.43,4.02,0.88,1.69,5IOSYS22
Bilel,Driss,1.12,0.16,2.12,4.33,5SE32
Mariem,Khlifi,3.38,2.72,2.3,4.46,3B81
Meriem,Haddad,4.59,3.14,1.18,1.12,5SE32
Aymen,Mabrouk,4.69,3.26,0.12,1.47,2A25
Amine,Chebbi,2.41,3.42,2.84,1.69,2A98
Haythem,Ammar,0.69,0.52,0.86,2.03,3A97
Lina,Ben Ali,2.49,0.6,4.97,4.78,2P99
Amel,Khemiri,1.27,0.38,0.05,1.4,3A69
Bilel,Turki,4.21,2.64,2.45,0.81,2A75
Anis,Ben Ali,4.86,1.71,4.12,1.09,2A75
Sami,Jaziri,1.97,0.95,2.64,1.72,2A73
Mehdi,Chebbi,2.36,0.63,3.12,0.48,4GAMIX83
Oussama,Makni,0.81,1.16,0.21,3.51,2A71
Skander,Khlifi,4.24,0.44,2.94,1.86,2A49
Nizar,Khemiri,4.01,3.59,4.31,1.4,5GAMIX38
Wided,Nasri,4.23,3.78,0.16,1.22,2P82
Mehdi,Slimani,0.99,4.1,1.6,1.48,5GAMIX57
Amina,Gharbi,1.72,4.66,0.43,1.93,3B81
Eya,Bouazizi,3.08,2.91,1.79,4.73,3B67
Anis,Ben Amor,0.83,1.39,1.54,1.62,4GAMIX39
Mehdi,Sassi,2.43,4.61,4.73,1.28,2A71
Bilel,Zayani,2.29,3.78,2.74,3.15,2A75
Chokri,Gharbi,1.43,3.12,3.77,3.65,2P36
Adel,Jaziri,3.18,4.82,0.6,2.42,5SAE59
Mohamed,Chebbi,2.59,3.62,4.77,2.06,1A64
Rania,Khlifi,2.7,1.59,4.48,2.64,2P82
Sofiene,Kanzari,4.51,4.49,3.26,4.75,4SIM89
Ahmed,Driss,1.85,1.32,2.84,0.23,4BI6
Oussama,Belkhir,3.06,0.5,2.65,0.33,2P30
Wafa,Haddad,3.6,0.93,1.87,4.66,4TWIN23
Chokri,Khemiri,3.69,4.45,2.93,1.9,3A19
Eya,Slimani,0.56,2.23,2.32,0.69,2P82
Iheb,Guettari,3.14,1.1,2.8,4.03,1A90
Fethi,Makni,4.25,4.61,0.73,3.53,2P19
Ali,Sassi,3.74,3.22,1.29,0.49,5SLEAM19
Mehdi,Ben Amor,2.61,1.13,2.57,0.01,2A25
Aymen,Bouazizi,3.58,3.94,2.71,0.56,5ARCTIC60
Mouna,Chaabane,2.46,2.28,2.45,3.93,3B81
Ismail,Nasri,3.8,0.08,4.34,4.11,5SAE2
Nour,Trabelsi,2.3,0.12,1.34,4.78,3A82
Hatem,Miled,3.28,0.08,1.86,0.25,2A73
Hichem,Khlifi,3.32,3.44,2.51,3.57,5IOSYS22
Iheb,Hamdi,2.89,1.64,2.45,0.9,3A19
Hichem,Toumi,3.17,3.78,1.3,2.17,1A48
Rania,Lahmar,4.59,0.68,3.21,2.42,2P30
Olfa,Toumi,2.81,1.95,1.82,0.69,1A64
Oumaima,Sassi,1.32,2.03,0.13,1.9,3B60
Nadia,Zayani,0.85,4.04,0.45,0.04,3B4
Lina,Miled,2.39,0.26,0.2,3.42,5SAE33
Nizar,Mejri,2.91,4.56,2.32,4.23,5ARCTIC60
Ghassen,Jebali,1.0,4.14,1.82,1.36,3B84
Meriem,Slimani,1.81,2.2,4.86,3.33,2A99
Olfa,Rekik,1.61,3.02,1.84,1.81,2A63
Iheb,Makni,2.97,2.26,4.74,0.21,1A90
Hamza,Driss,3.89,2.11,0.17,0.32,3B4
Zaineb,Chouchene,3.05,1.56,4.25,2.13,1A77
Eya,Khemiri,3.4,0.63,3.71,3.88,3B4
Marwen,Chaabane,1.05,3.55,4.2,0.92,2A27
Walid,Slimani,3.99,3.15,0.26,3.91,2P87
Farah,Sassi,1.62,4.73,0.63,2.77,2A4
Hend,Abidi,4.16,0.51,0.2,4.98,4GAMIX83
Ghada,Bouazizi,2.33,3.97,3.18,3.52,2A75
Asma,Jaziri,1.35,0.54,4.74,2.07,2P21
Nizar,Mansour,3.18,2.49,2.22,0.59,5TWIN2
Hiba,Cherif,1.54,1.98,0.2,2.13,5SLEAM19
Hela,Gharbi,2.58,2.05,1.82,3.53,5SIM56
Olfa,Chaabane,4.21,3.86,3.84,2.17,3B23
Lobna,Mansour,3.22,2.61,3.56,3.26,1A13
Eya,Turki,4.27,2.19,3.59,3.95,2P30
Chaima,Ferjani,2.38,1.26,1.85,1.09,4BI6
Marwen,Haddad,0.36,4.5,2.05,3.15,1A48
Omar,Haddad,2.08,1.79,0.28,4.88,2P30
Amel,Chaabane,3.13,4.04,1.49,4.89,5SAE59
Lina,Saidi,1.29,3.52,1.01,2.15,1A16
Tarek,Saidi,1.4,2.22,3.02,1.81,2P36
Youssef,Jlassi,3.02,0.97,4.4,3.03,3B11
Sabrine,Turki,3.98,1.74,0.2,0.49,3A19
Hela,Mabrouk,2.92,1.05,0.84,3.27,5GAMIX42
Ahmed,Kanzari,2.38,0.44,4.61,1.98,2A98
Rami,Khemiri,3.73,1.73,4.59,4.66,5ARCTIC60
Aymen,Saidi,3.05,0.39,3.6,3.6,2A89
Sarra,Haddad,4.76,4.57,0.64,1.09,5SLEAM19
Sabrine,Saidi,1.91,3.48,2.73,4.82,3B96
Yasmine,Mansour,1.14,4.51,2.99,2.32,1A10
Skander,Bouazizi,1.71,0.56,1.78,1.95,1A13
Hamza,Miled,3.23,4.64,4.12,3.45,4ARCTIC87
Aymen,Turki,1.48,0.73,2.93,1.21,5TWIN27
Wafa,Cherif,4.43,1.46,2.15,1.63,4IOSYS40
Mourad,Makni,0.25,2.13,3.29,3.48,1A7
Bilel,Baccouche,1.89,3.78,0.35,2.06,2P82
Hend,Saidi,1.34,2.91,3.63,3.36,2P36
Youssef,Ben Amor,1.24,2.01,4.24,1.3,1A43
Mehdi,Bouazizi,2.37,1.98,0.77,4.16,1A80
Bechir,Trabelsi,2.38,2.21,2.1,0.91,3B85
Mehdi,Zouari,3.4,3.92,0.39,2.41,2A35
Fethi,Abidi,1.04,4.81,0.65,1.05,5TWIN79
Hend,Slimani,4.6,4.68,3.98,0.06,2A6
Sabrine,Guettari,2.19,4.78,0.61,4.21,2P99
Ismail,Jlassi,3.05,3.81,0.46,4.61,1A90
Ali,Mansour,2.33,2.34,0.12,0.94,3A96
Walid,Chouchene,0.24,4.11,3.4,4.38,2A73
Sarra,Jlassi,1.54,0.42,2.57,0.93,3B93
Bechir,Driss,1.94,3.77,1.58,2.79,1A74
